P(Engine_Core_Health=Healthy),P(Engine_Core_Health=Degrading),P(Engine_Core_Health=Critical),cycle,true
0.9794660513133078,0.020533946695335033,1.9913572423287187e-09,0,Healthy
0.9279425478120517,0.07205738152129423,7.066665423005614e-08,1,Healthy
0.9246583457509854,0.07534162397962008,3.026939447758992e-08,2,Healthy
0.9134324136783503,0.0865674179667187,1.6835493107980563e-07,3,Degrading
0.8459615210973762,0.15403748575001755,9.931526060979474e-07,4,Degrading
0.7707962057032587,0.2292003306584497,3.46363829172256e-06,5,Degrading
0.9058582039236868,0.09414160029206838,1.9578424484988968e-07,6,Degrading
0.41831271436413076,0.5815452594088284,0.00014202622704063657,7,Degrading
0.5624084440796236,0.43755979369325726,3.17622271191364e-05,8,Degrading
0.23849684619546443,0.7608458075387827,0.0006573462657528856,9,Degrading
0.25520594354147097,0.7435753482942292,0.0012187081642999152,10,Degrading
0.047050999346566334,0.8220638248216524,0.13088517583178128,11,Critical
0.19789190959840386,0.7990195545258615,0.0030885358757346128,12,Critical
2.5572722638564836e-06,0.0017017951779863241,0.9982956475497498,13,Critical
3.882981075539537e-06,0.0021736695948863997,0.9978224474240381,14,Critical
8.380265847739354e-05,0.018626194788752534,0.9812900025527701,15,Critical
1.8466373927222103e-07,0.0002469698759437829,0.999752845460317,16,Critical
1.93675715604088e-08,4.475107985643121e-05,0.999955229552572,17,Critical
1.93675715604088e-08,4.475107985643121e-05,0.999955229552572,18,Critical
0.9917780937967238,0.008221906051194357,1.520819096733035e-10,0,Healthy
0.9964162698906084,0.0035837301013330047,8.058550364595137e-12,1,Healthy
0.9871667949115264,0.012833204776065163,3.124083786978264e-10,2,Healthy
0.9917780937967238,0.008221906051194357,1.520819096733035e-10,3,Healthy
0.9917780937967238,0.008221906051194357,1.520819096733035e-10,4,Healthy
0.9923853366643436,0.007614663263061622,7.259479215546182e-11,5,Healthy
0.9863492391598059,0.013650760569955523,2.702386773069782e-10,6,Healthy
0.9839208018435147,0.016079197184198004,9.722872646880916e-10,7,Healthy
0.9839208018435147,0.016079197184198004,9.722872646880916e-10,8,Healthy
0.9918142890474221,0.008185710887461435,6.511642509269016e-11,9,Healthy
0.9964162698906084,0.0035837301013330047,8.058550364595137e-12,10,Healthy
0.9015184509405744,0.0984813834208482,1.6563857753396964e-07,11,Healthy
0.8816580113835064,0.11834144711928019,5.414972134141033e-07,12,Healthy
0.9083713108247818,0.09162848311847724,2.0605674093217497e-07,13,Degrading
0.9362512695756993,0.0637486932216898,3.7202610935050934e-08,14,Degrading
0.867831635847116,0.13216776490182874,5.992510553232413e-07,15,Degrading
0.7046422689476765,0.29535228883157594,5.442220747472251e-06,16,Degrading
0.6877534212371641,0.3122115124391709,3.506632366516365e-05,17,Degrading
0.24459933822333868,0.7537739026683711,0.0016267591082903213,18,Degrading
0.05740173499053941,0.896080109462292,0.04651815554716853,19,Degrading
0.16246259807331795,0.8360059022915709,0.0015314996351112164,20,Critical
0.026160196870489184,0.8156724707978709,0.15816733233163993,21,Critical
5.916310143250363e-06,0.0026499865238539242,0.9973440971660028,22,Critical
1.2112471676972464e-07,0.00019315281790957794,0.9998067260573736,23,Critical
1.93675715604088e-08,4.475107985643121e-05,0.999955229552572,24,Critical
1.1541113306134792e-06,0.0010652461831734538,0.9989335997054959,25,Critical
1.93675715604088e-08,4.475107985643121e-05,0.999955229552572,26,Critical
1.93675715604088e-08,4.475107985643121e-05,0.999955229552572,27,Critical
1.93675715604088e-08,4.475107985643121e-05,0.999955229552572,28,Critical
0.9929600031799144,0.007039996768334538,5.175106343715269e-11,0,Healthy
0.969615564962031,0.030384431368364113,3.6696047593004103e-09,1,Healthy
0.9850924280478202,0.014907571559460805,3.9271888016227364e-10,2,Healthy
0.9917780937967238,0.008221906051194357,1.520819096733035e-10,3,Healthy
0.47010621311467327,0.52972480191443,0.00016898497089680022,4,Degrading
0.9666282572156711,0.0333717357364113,7.04791755466239e-09,5,Degrading
0.9840752811357254,0.015924718071005373,7.932692835512387e-10,6,Degrading
0.9318047721689354,0.06819517196834603,5.586271837128099e-08,7,Degrading
0.9276848787018179,0.07231509258614628,2.8712035866890474e-08,8,Degrading
0.9593514831078125,0.040648506717177534,1.017501000424749e-08,9,Degrading
0.9839208018435147,0.016079197184198004,9.722872646880916e-10,10,Degrading
0.9616180078306263,0.038381982675245126,9.49412863373997e-09,11,Degrading
0.6616706812249336,0.3383146937347634,1.46250403029788e-05,12,Degrading
0.3312818491168487,0.6685534125823819,0.00016473830076958176,13,Critical
1.688525235746114e-06,0.001314625719880532,0.9986836857548838,14,Critical
