P(Engine_Core_Health=Healthy),P(Engine_Core_Health=Degrading),P(Engine_Core_Health=Critical),cycle,true
0.9317956686189408,0.06820427283068643,5.855037282738909e-08,0,Healthy
0.9706705727514151,0.029329421271042006,5.977542897846972e-09,1,Healthy
0.9740563007329905,0.02594369673347796,2.533531486212289e-09,2,Healthy
0.8617407387111575,0.1382588431158129,4.1817302961830824e-07,3,Healthy
0.993505820707103,0.006494179236840193,5.605675822952655e-11,4,Degrading
0.3148202297226782,0.6843646114403776,0.0008151588369440379,5,Degrading
0.2775920883324468,0.7213548699706176,0.0010530416969355679,6,Degrading
0.5105054665879083,0.489447446421727,4.708699036463841e-05,7,Degrading
0.4273474232807858,0.572525506247936,0.00012707047127842415,8,Degrading
0.043392370341997895,0.8812151045202321,0.07539252513776998,9,Degrading
0.5312173304579842,0.46875625745686594,2.6412085149795096e-05,10,Critical
0.0002825499054819039,0.057399796572827504,0.9423176535216906,11,Critical
0.03923296933787309,0.8604991003988794,0.10026793026324755,12,Critical
3.3120129390741063e-06,0.0019961811911061744,0.9980005067959548,13,Critical
0.0013434129693602795,0.1319379060437481,0.8667186809868915,14,Critical
2.060321175045431e-08,4.725951156183414e-05,0.9999527198852265,15,Critical
2.8659001017459616e-07,0.0003240577146825581,0.9996756556953073,16,Critical
6.058618309322499e-05,0.01578563843566844,0.9841537753812383,17,Critical
2.060321175045431e-08,4.725951156183414e-05,0.9999527198852265,18,Critical
0.9964529858445014,0.0035470141459076664,9.590896839613054e-12,0,Healthy
0.9964529858445014,0.0035470141459076664,9.590896839613054e-12,1,Healthy
0.9964529858445014,0.0035470141459076664,9.590896839613054e-12,2,Healthy
0.9916869532771969,0.008313046554318715,1.6848441301013175e-10,3,Healthy
0.9964529858445014,0.0035470141459076664,9.590896839613054e-12,4,Healthy
0.9916869532771969,0.008313046554318715,1.6848441301013175e-10,5,Healthy
0.9931309906003151,0.006869009349600929,5.008405396986465e-11,6,Healthy
0.9839730709153515,0.016026928208739688,8.759087731131786e-10,7,Healthy
0.993505820707103,0.006494179236840193,5.605675822952655e-11,8,Healthy
0.9916869532771969,0.008313046554318715,1.6848441301013175e-10,9,Healthy
0.9812158465996114,0.018784152595123435,8.052651253654586e-10,10,Healthy
0.9916869532771969,0.008313046554318715,1.6848441301013175e-10,11,Healthy
0.9931309906003151,0.006869009349600929,5.008405396986465e-11,12,Healthy
0.9706705727514151,0.029329421271042006,5.977542897846972e-09,13,Healthy
0.9964529858445014,0.0035470141459076664,9.590896839613054e-12,14,Healthy
0.993505820707103,0.006494179236840193,5.605675822952655e-11,15,Healthy
0.9848400045881152,0.015159994431027123,9.808576127720702e-10,16,Healthy
0.9964529858445014,0.0035470141459076664,9.590896839613054e-12,17,Healthy
0.7273661036581333,0.27262754889362323,6.3474482434439894e-06,18,Healthy
0.9170115323049094,0.08298836899409395,9.870099671342113e-08,19,Degrading
0.9621164972639931,0.037883492608037625,1.0127969224384351e-08,20,Degrading
0.5576183717067323,0.4423642400038919,1.7388289375802194e-05,21,Degrading
0.8768143272153983,0.12318538928788135,2.8349672026692653e-07,22,Degrading
0.9354503349211284,0.06454963725223076,2.7826640721034423e-08,23,Degrading
0.872227622838324,0.12777214471510637,2.3244656969021506e-07,24,Degrading
0.005007601485944985,0.37922395354802074,0.6157684449660343,25,Degrading
0.02764591198499787,0.7259669202744897,0.24638716774051247,26,Critical
0.00823501629981254,0.4723715070162804,0.5193934766839071,27,Critical
6.161903712643588e-05,0.01548643962678411,0.9844519413360894,28,Critical
3.531170044441889e-07,0.00037066787002733786,0.9996289790129682,29,Critical
