P(Engine_Core_Health=Healthy),P(Engine_Core_Health=Degrading),P(Engine_Core_Health=Critical),cycle,true
0.8451315010585982,0.15486780992568921,6.89015712568009e-07,0,Healthy
0.9843788563942327,0.015621142868684167,7.370832108953512e-10,1,Healthy
0.8005443717246253,0.19945326568370844,2.3625916661613916e-06,2,Healthy
0.875179958063832,0.12481975646084635,2.854753217684067e-07,3,Healthy
0.982960110564876,0.01703988893321043,5.019136062814758e-10,4,Healthy
0.9100513563717024,0.08994850637988597,1.3724841164027223e-07,5,Healthy
0.9747932096165814,0.025206788974114394,1.4093041718651743e-09,6,Healthy
0.7641295712824245,0.2358678280873164,2.6006302590583994e-06,7,Healthy
0.8626652577927303,0.1373344570336763,2.8517359345218003e-07,8,Degrading
0.5596867271192916,0.4402697017418737,4.357113883480995e-05,9,Degrading
0.5627182336816712,0.437261796187375,1.997013095381271e-05,10,Degrading
0.23224055812454084,0.7657904716701087,0.0019689702053503288,11,Critical
5.6303801006104005e-06,0.002664901248341694,0.9973294683715578,12,Critical
0.02289182015498285,0.7255405747061863,0.25156760513883103,13,Critical
2.56491568360082e-06,0.001771421610707097,0.9982260134736094,14,Critical
1.8013079513729876e-07,0.0002593112335641222,0.9997405086356408,15,Critical
3.034983040149905e-06,0.001973508104124989,0.9980234569128349,16,Critical
1.830737203992796e-08,4.5738781002087304e-05,0.9999542429116258,17,Critical
1.830737203992796e-08,4.5738781002087304e-05,0.9999542429116258,18,Critical
0.9918332398112842,0.008166760130126571,5.858915198378229e-11,0,Healthy
0.9963844449231636,0.003615555069356467,7.480057872827084e-12,1,Healthy
0.9963844449231636,0.003615555069356467,7.480057872827084e-12,2,Healthy
0.9918374645213673,0.008162535336267374,1.4236526385599696e-10,3,Healthy
0.9848887352348039,0.015111263936381028,8.288150327181346e-10,4,Healthy
0.9963844449231636,0.003615555069356467,7.480057872827084e-12,5,Healthy
0.9918374645213673,0.008162535336267374,1.4236526385599696e-10,6,Healthy
0.9839483797819593,0.016051619328732305,8.893084774521171e-10,7,Healthy
0.9918374645213673,0.008162535336267374,1.4236526385599696e-10,8,Healthy
0.9928583704716563,0.007141629481410418,4.6933388378471007e-11,9,Healthy
0.9896275348590257,0.01037246488701877,2.5395555847404496e-10,10,Healthy
0.9747932096165814,0.025206788974114394,1.4093041718651743e-09,11,Healthy
0.9016472784089262,0.09835235374837002,3.678427037606422e-07,12,Healthy
0.9201841670615736,0.07981574677685863,8.616156775015617e-08,13,Healthy
0.9148973054430983,0.08510261790837288,7.66485288279339e-08,14,Healthy
0.820044306966472,0.17995484232915962,8.507043682847132e-07,15,Degrading
0.33097538507505186,0.6687479897341412,0.0002766251908068776,16,Degrading
0.33097538507505186,0.6687479897341412,0.0002766251908068776,17,Degrading
0.011518750533446837,0.5504143750115512,0.438066874455002,18,Degrading
0.02323893348628733,0.7931509860937934,0.18361008041991927,19,Critical
1.830737203992796e-08,4.5738781002087304e-05,0.9999542429116258,20,Critical
1.8013079513729876e-07,0.0002593112335641222,0.9997405086356408,21,Critical
1.830737203992796e-08,4.5738781002087304e-05,0.9999542429116258,22,Critical
1.830737203992796e-08,4.5738781002087304e-05,0.9999542429116258,23,Critical
1.830737203992796e-08,4.5738781002087304e-05,0.9999542429116258,24,Critical
0.9918374645213673,0.008162535336267374,1.4236526385599696e-10,0,Healthy
0.9667784538935095,0.03322154299809245,3.1083980417383036e-09,1,Healthy
0.9923500914206221,0.0076499085090296895,7.03481115497658e-11,2,Healthy
0.9923500914206221,0.0076499085090296895,7.03481115497658e-11,3,Healthy
0.8567102801592922,0.14328930137147955,4.1846922825714053e-07,4,Degrading
0.9843708324084189,0.015629167288242256,3.033388273797113e-10,5,Degrading
0.981667897373015,0.018332101518247827,1.1087372828340973e-09,6,Degrading
0.981667897373015,0.018332101518247827,1.1087372828340973e-09,7,Degrading
0.724159917594359,0.2758352088243501,4.873581290882018e-06,8,Degrading
0.11355850620539425,0.8782525755053886,0.00818891828921723,9,Critical
0.37510074855714526,0.6247460335635767,0.00015321787927795636,10,Critical
3.0112343022788423e-05,0.010957598062631994,0.9890122895943453,11,Critical
1.1994334552932805e-07,0.00020004999171049998,0.9997998300649439,12,Critical
0.6879925307891434,0.3120018856827898,5.583528066706708e-06,0,Healthy
0.08618539181268546,0.8904031315406313,0.023411476646683197,1,Healthy
0.5536127371611209,0.4463671697979976,2.0093040881580092e-05,2,Healthy
0.5750471969978984,0.42494379213735023,9.010864751410702e-06,3,Healthy
0.746621289567784,0.2533761981731754,2.512259040695191e-06,4,Degrading
0.9627362835329338,0.0372636944431158,2.2023950493143346e-08,5,Degrading
0.8497293200680056,0.15027026889935366,4.110326407495678e-07,6,Degrading
0.957227684662933,0.04277230324179441,1.2095272704136629e-08,7,Degrading
0.47175240663494994,0.5281662165362114,8.137682883865541e-05,8,Degrading
0.5536127371611209,0.4463671697979976,2.0093040881580092e-05,9,Degrading
0.9373585477848797,0.06264141048149757,4.173362271255057e-08,10,Degrading
0.1057179146548477,0.8900756670748036,0.004206418270348871,11,Degrading
0.3252131635158523,0.6744539827979089,0.00033285368623883375,12,Degrading
0.22015804553602464,0.7789927630633695,0.0008491914006058962,13,Critical
0.04584469639205051,0.8797460923556518,0.07440921125229771,14,Critical
0.00032512435025851017,0.06221148177618275,0.9374633938735587,15,Critical
0.00034131148631442836,0.0621402358157819,0.9375184526979037,16,Critical
1.830737203992796e-08,4.5738781002087304e-05,0.9999542429116258,17,Critical
0.9827137137265026,0.017286285678988045,5.945092151563108e-10,0,Healthy
0.9917879756939493,0.008212024242511556,6.353907708023855e-11,1,Healthy
0.9963844449231636,0.003615555069356467,7.480057872827084e-12,2,Healthy
0.9918374645213673,0.008162535336267374,1.4236526385599696e-10,3,Healthy
0.9923500914206221,0.0076499085090296895,7.03481115497658e-11,4,Healthy
0.9963844449231636,0.003615555069356467,7.480057872827084e-12,5,Healthy
0.9918374645213673,0.008162535336267374,1.4236526385599696e-10,6,Healthy
0.9914396053248279,0.008560394598394043,7.677805810944767e-11,7,Healthy
0.9963844449231636,0.003615555069356467,7.480057872827084e-12,8,Healthy
0.9932803147905955,0.0067196851656867885,4.371764593039026e-11,9,Healthy
0.9963844449231636,0.003615555069356467,7.480057872827084e-12,10,Healthy
0.955543488947067,0.04445649579195479,1.526097823379703e-08,11,Healthy
0.964111346607603,0.035888645956192074,7.436205038160389e-09,12,Healthy
0.9963844449231636,0.003615555069356467,7.480057872827084e-12,13,Healthy
0.9928583704716563,0.007141629481410418,4.6933388378471007e-11,14,Healthy
0.9839483797819593,0.016051619328732305,8.893084774521171e-10,15,Degrading
0.9839483797819593,0.016051619328732305,8.893084774521171e-10,16,Degrading
0.36185626154727074,0.6380426907251873,0.00010104772754194522,17,Degrading
0.8567102801592922,0.14328930137147955,4.1846922825714053e-07,18,Degrading
0.010580356785277334,0.4329433761773981,0.5564762670373246,19,Degrading
0.18054766058814586,0.8184777065986458,0.0009746328132083213,20,Degrading
0.02236801662721864,0.7960316393431034,0.18160034402967795,21,Critical
2.292374127533958e-05,0.00933451841054416,0.9906425578481804,22,Critical
1.830737203992796e-08,4.5738781002087304e-05,0.9999542429116258,23,Critical
1.830737203992796e-08,4.5738781002087304e-05,0.9999542429116258,24,Critical
1.830737203992796e-08,4.5738781002087304e-05,0.9999542429116258,25,Critical
1.830737203992796e-08,4.5738781002087304e-05,0.9999542429116258,26,Critical
0.07735883098206095,0.9095087512116151,0.013132417806323939,0,Healthy
0.05573647499815571,0.8989787718236688,0.04528475317817538,1,Healthy
0.0482267534156212,0.9177363570116948,0.03403688957268405,2,Healthy
0.31385643775782956,0.6855041542301411,0.0006394080120294156,3,Healthy
0.04016192286096618,0.8583878310937542,0.10145024604527962,4,Healthy
0.036612349689010205,0.8542940529704194,0.10909359734057053,5,Healthy
0.15572074144004344,0.8362161688669597,0.008063089692996798,6,Healthy
0.37867663437266647,0.6210257198647996,0.0002976457625340745,7,Healthy
0.1115986793386033,0.8846494175683354,0.0037519030930614305,8,Healthy
0.01201713954391264,0.5482585045472321,0.4397243559088554,9,Healthy
1.3693568285853814e-06,0.0012344507550508862,0.9987641798881205,10,Degrading
2.610077556905665e-07,0.0003128437415801709,0.9996868952506641,11,Degrading
0.0007176488413486664,0.0965139716225273,0.902768379536124,12,Degrading
5.213344187772905e-05,0.014942857185068001,0.9850050093730542,13,Degrading
2.61871005574051e-07,0.000322630931381476,0.9996771071976129,14,Degrading
1.8013079513729876e-07,0.0002593112335641222,0.9997405086356408,15,Critical
3.5238327279690835e-06,0.002149403255535214,0.9978470729117369,16,Critical
2.61871005574051e-07,0.000322630931381476,0.9996771071976129,17,Critical
3.034983040149905e-06,0.001973508104124989,0.9980234569128349,18,Critical
1.8013079513729876e-07,0.0002593112335641222,0.9997405086356408,19,Critical
1.830737203992796e-08,4.5738781002087304e-05,0.9999542429116258,20,Critical
1.830737203992796e-08,4.5738781002087304e-05,0.9999542429116258,21,Critical
1.830737203992796e-08,4.5738781002087304e-05,0.9999542429116258,22,Critical
1.830737203992796e-08,4.5738781002087304e-05,0.9999542429116258,23,Critical
1.830737203992796e-08,4.5738781002087304e-05,0.9999542429116258,24,Critical
0.9932803147905955,0.0067196851656867885,4.371764593039026e-11,0,Healthy
0.9841575905141684,0.015842409039001363,4.4683010620835485e-10,1,Healthy
0.9918374645213673,0.008162535336267374,1.4236526385599696e-10,2,Healthy
0.964777485008801,0.03522250661609038,8.375108651171373e-09,3,Healthy
0.9928583704716563,0.007141629481410418,4.6933388378471007e-11,4,Healthy
0.9963844449231636,0.003615555069356467,7.480057872827084e-12,5,Healthy
0.9839483797819593,0.016051619328732305,8.893084774521171e-10,6,Healthy
0.9828169395575915,0.01718305911028135,1.3321271271464391e-09,7,Healthy
0.9923500914206221,0.0076499085090296895,7.03481115497658e-11,8,Healthy
0.9277001602517607,0.07229978271831376,5.702992557886307e-08,9,Healthy
0.9133026295000878,0.08669726152547567,1.0897443660059558e-07,10,Healthy
0.9467271265807795,0.053272816086515455,5.7332705084679144e-08,11,Healthy
0.846003779204156,0.15399573525090607,4.855449377858838e-07,12,Degrading
0.17212533405685213,0.8249664260254365,0.0029082399177114207,13,Degrading
0.00032556865427278903,0.06403363552559255,0.9356407958201346,14,Degrading
0.1318241351108276,0.8618188580542582,0.0063570068349141015,15,Degrading
0.005454893637622146,0.3839218073237837,0.6106232990385941,16,Critical
4.9913177961349075e-05,0.014443724081771504,0.9855063627402672,17,Critical
1.830737203992796e-08,4.5738781002087304e-05,0.9999542429116258,18,Critical
4.634736610877418e-06,0.0025263416068203467,0.9974690236565689,19,Critical
1.830737203992796e-08,4.5738781002087304e-05,0.9999542429116258,20,Critical
1.830737203992796e-08,4.5738781002087304e-05,0.9999542429116258,21,Critical
1.8013079513729876e-07,0.0002593112335641222,0.9997405086356408,22,Critical
0.3681026953974843,0.6317354107745955,0.00016189382792026916,0,Healthy
0.06512908545996422,0.893429846905034,0.04144106763500183,1,Healthy
0.12812800991828788,0.8651171806407257,0.0067548094409865846,2,Healthy
0.06386112497424479,0.903924739502864,0.03221413552289124,3,Healthy
0.016669600445094742,0.5394815945066451,0.44384880504826013,4,Degrading
0.029638510332969863,0.7786811973345072,0.19168029233252296,5,Degrading
0.0003858737749736485,0.04979909571406517,0.9498150305109612,6,Degrading
0.024411603293817367,0.8092174810271319,0.1663709156790508,7,Degrading
0.00045718783246801234,0.0770881366243408,0.9224546755431912,8,Degrading
0.009301617955436577,0.49585825732302197,0.4948401247215415,9,Degrading
0.0027347393015143312,0.19221625680450563,0.80504900389398,10,Degrading
3.034983040149905e-06,0.001973508104124989,0.9980234569128349,11,Critical
3.088937855802442e-07,0.00034859169035777733,0.9996510994158566,12,Critical
1.830737203992796e-08,4.5738781002087304e-05,0.9999542429116258,13,Critical
1.830737203992796e-08,4.5738781002087304e-05,0.9999542429116258,14,Critical
1.830737203992796e-08,4.5738781002087304e-05,0.9999542429116258,15,Critical
0.9963844449231636,0.003615555069356467,7.480057872827084e-12,0,Healthy
0.9963844449231636,0.003615555069356467,7.480057872827084e-12,1,Healthy
0.9498625765328461,0.05013737393324372,4.953391015147094e-08,2,Healthy
0.9963844449231636,0.003615555069356467,7.480057872827084e-12,3,Healthy
0.9858315253621459,0.014168474228124697,4.0972942328990377e-10,4,Healthy
0.9917879756939493,0.008212024242511556,6.353907708023855e-11,5,Healthy
0.9932803147905955,0.0067196851656867885,4.371764593039026e-11,6,Healthy
0.9923500914206221,0.0076499085090296895,7.03481115497658e-11,7,Healthy
0.9918374645213673,0.008162535336267374,1.4236526385599696e-10,8,Healthy
0.9657597305533396,0.034240250717258,1.8729402415468255e-08,9,Healthy
0.9839483797819593,0.016051619328732305,8.893084774521171e-10,10,Healthy
0.9963844449231636,0.003615555069356467,7.480057872827084e-12,11,Healthy
0.9917879756939493,0.008212024242511556,6.353907708023855e-11,12,Healthy
0.9600856711290694,0.03991430902221528,1.9848715395747478e-08,13,Degrading
0.9828169395575915,0.01718305911028135,1.3321271271464391e-09,14,Degrading
0.938111378320214,0.06188852038105815,1.0129872792845648e-07,15,Degrading
0.775141756816896,0.2248488767483074,9.36643479668344e-06,16,Degrading
0.9828169395575915,0.01718305911028135,1.3321271271464391e-09,17,Degrading
0.9537292863714496,0.0462706952163442,1.8412206217155745e-08,18,Critical
0.5251144162497613,0.4747655591321225,0.00012002461811624824,19,Critical
0.5528646047446611,0.4470834436986503,5.1951556688590785e-05,20,Critical
0.0624868278103719,0.9130446837221152,0.024468488467512872,21,Critical
1.7084873774839587e-06,0.0013670664791211918,0.9986312250335013,22,Critical
1.3693568285853814e-06,0.0012344507550508862,0.9987641798881205,23,Critical
0.9918374645213673,0.008162535336267374,1.4236526385599696e-10,0,Healthy
0.9963844449231636,0.003615555069356467,7.480057872827084e-12,1,Healthy
0.9843788563942327,0.015621142868684167,7.370832108953512e-10,2,Healthy
0.9918374645213673,0.008162535336267374,1.4236526385599696e-10,3,Healthy
0.9918374645213673,0.008162535336267374,1.4236526385599696e-10,4,Healthy
0.9963844449231636,0.003615555069356467,7.480057872827084e-12,5,Healthy
0.9841575905141684,0.015842409039001363,4.4683010620835485e-10,6,Healthy
0.7257948693490403,0.2742015351233988,3.595527560935753e-06,7,Degrading
0.9122665556538879,0.08773333344930191,1.1089681008340045e-07,8,Degrading
0.535950695164979,0.46401187054987636,3.7434285144588565e-05,9,Degrading
0.4756152339919593,0.5243192401858441,6.552582219659132e-05,10,Degrading
0.054791913721195754,0.8835668867408876,0.061641199537916636,11,Degrading
0.02502893340261731,0.8126629204269721,0.16230814617041064,12,Critical
0.011517651545010697,0.5596244375733336,0.4288579108816558,13,Critical
3.667201272625372e-05,0.011910403648698446,0.9880529243385753,14,Critical
1.830737203992796e-08,4.5738781002087304e-05,0.9999542429116258,15,Critical
1.830737203992796e-08,4.5738781002087304e-05,0.9999542429116258,16,Critical
0.9827137137265026,0.017286285678988045,5.945092151563108e-10,0,Healthy
0.9918332398112842,0.008166760130126571,5.858915198378229e-11,1,Healthy
0.9918374645213673,0.008162535336267374,1.4236526385599696e-10,2,Healthy
0.9843788563942327,0.015621142868684167,7.370832108953512e-10,3,Healthy
0.9918374645213673,0.008162535336267374,1.4236526385599696e-10,4,Healthy
0.9917879756939493,0.008212024242511556,6.353907708023855e-11,5,Healthy
0.9918374645213673,0.008162535336267374,1.4236526385599696e-10,6,Healthy
0.9918374645213673,0.008162535336267374,1.4236526385599696e-10,7,Healthy
0.971094019230704,0.028905978866549307,1.9027467002898073e-09,8,Healthy
0.9963844449231636,0.003615555069356467,7.480057872827084e-12,9,Healthy
0.9661738680006295,0.03382612506080355,6.938566914494217e-09,10,Healthy
0.9373585477848797,0.06264141048149757,4.173362271255057e-08,11,Healthy
0.9963844449231636,0.003615555069356467,7.480057872827084e-12,12,Healthy
0.9307716781075605,0.06922825877241418,6.312002530489426e-08,13,Healthy
0.9133026295000878,0.08669726152547567,1.0897443660059558e-07,14,Healthy
0.9330283607195587,0.0669716017391057,3.754133570116888e-08,15,Degrading
0.7566156418818659,0.24337975563450082,4.602483633264131e-06,16,Degrading
0.6078569802360108,0.3921323652596857,1.0654504303454226e-05,17,Degrading
0.9600856711290694,0.03991430902221528,1.9848715395747478e-08,18,Degrading
0.398494495016522,0.6014128113463102,9.269363716777608e-05,19,Degrading
0.06230368364131725,0.9137578206480141,0.023938495710668632,20,Critical
0.1524954228119119,0.8428455649529764,0.004659012235111815,21,Critical
0.02151937863093088,0.7962765652915732,0.18220405607749587,22,Critical
7.000376308078429e-06,0.003055608726923553,0.9969373908967684,23,Critical
1.830737203992796e-08,4.5738781002087304e-05,0.9999542429116258,24,Critical
1.830737203992796e-08,4.5738781002087304e-05,0.9999542429116258,25,Critical
0.3048093316484053,0.6948488298034041,0.00034183854819057476,0,Healthy
0.050760555132456454,0.857574818293606,0.09166462657393744,1,Healthy
0.17045853307660797,0.8281615249279728,0.0013799419954192084,2,Healthy
0.2599265980081195,0.7389528499063263,0.0011205520855541943,3,Healthy
0.017614283389106422,0.5912034744505271,0.39118224216036646,4,Degrading
0.14898347164611406,0.8487150635701514,0.002301464783734499,5,Degrading
0.025923277816833738,0.8279328361973491,0.14614388598581712,6,Degrading
9.362293665753303e-05,0.02057403492244432,0.9793323421408981,7,Degrading
0.02799615348163213,0.8247247481011252,0.14727909841724268,8,Degrading
7.693098097381804e-05,0.018941639508153467,0.9809814295108727,9,Critical
1.2900231569550716e-05,0.005063649754758918,0.9949234500136714,10,Critical
3.1894377936760273e-06,0.0020314022602378533,0.9979654083019684,11,Critical
1.8013079513729876e-07,0.0002593112335641222,0.9997405086356408,12,Critical
1.830737203992796e-08,4.5738781002087304e-05,0.9999542429116258,13,Critical
1.830737203992796e-08,4.5738781002087304e-05,0.9999542429116258,14,Critical
0.23139343316081296,0.7678156137552181,0.0007909530839688812,0,Healthy
