P(Engine_Core_Health=Healthy),P(Engine_Core_Health=Degrading),P(Engine_Core_Health=Critical),cycle,true
0.9312693411325533,0.06873060359236527,5.527508135209895e-08,0,Healthy
0.8449468807628528,0.15505242232680325,6.969103439364902e-07,1,Healthy
0.9872834500247646,0.012716549736213608,2.390217372325e-10,2,Healthy
0.9647693135624571,0.0352306798756256,6.561917299622045e-09,3,Healthy
0.8458295067134362,0.15416997353321835,5.197533454295948e-07,4,Healthy
0.996345566654862,0.0036544333373966257,7.741439965779384e-12,5,Healthy
0.970352716893012,0.029647277701996856,5.404991192462483e-09,6,Healthy
0.9928166731883956,0.007183326762704732,4.889959042640596e-11,7,Healthy
0.9658012561066471,0.03419873696301408,6.930338707924888e-09,8,Healthy
0.9311731275261811,0.06882681252859779,5.994522107160095e-08,9,Healthy
0.9826366525786745,0.017363346110643506,1.3106819715550108e-09,10,Healthy
0.9930095086628083,0.006990491296514026,4.067756198010085e-11,11,Healthy
0.8323093632769397,0.1676881239437526,2.5127793077329612e-06,12,Healthy
0.8862878230602241,0.11371166652413567,5.104156402271624e-07,13,Healthy
0.9841607735752047,0.01583922609556994,3.292253678580851e-10,14,Healthy
0.9642867407327719,0.03571325073432314,8.532905008890424e-09,15,Healthy
0.7441755818466977,0.255822067490914,2.35066238823638e-06,16,Healthy
0.935741698104014,0.06425825666959457,4.52263915656305e-08,17,Healthy
0.9830830158389309,0.016916983566462113,5.946069474373309e-10,18,Healthy
0.9313739563716666,0.06862594154666747,1.020816658831876e-07,19,Healthy
0.9840125050493643,0.01598749417931089,7.713248039982529e-10,20,Healthy
0.891718657471737,0.10828094896544982,3.9356281332225075e-07,21,Healthy
0.9686819354634649,0.031318056900294634,7.63624054651615e-09,22,Healthy
0.7990907581129392,0.20090674639551354,2.4954915471619654e-06,23,Healthy
0.9495645919682509,0.05043535671194577,5.1319803243487647e-08,24,Healthy
0.7633540361573634,0.23664124112521454,4.722717421980347e-06,25,Healthy
0.970352716893012,0.029647277701996856,5.404991192462483e-09,26,Healthy
0.948441319600881,0.05155865162692624,2.8772192784840324e-08,27,Healthy
0.991605890186501,0.008394109666068848,1.47430054784438e-10,28,Healthy
0.9780989140690515,0.02190108363335373,2.2975947205146193e-09,29,Healthy
0.961227139750608,0.03877285059586357,9.65352834242481e-09,30,Healthy
0.9847477571697282,0.015252241964973403,8.652985236409882e-10,31,Healthy
0.935741698104014,0.06425825666959457,4.52263915656305e-08,32,Healthy
0.8371674916035263,0.16283172146831293,7.86928160842173e-07,33,Healthy
0.9731096504263285,0.02689034703240972,2.541261808230868e-09,34,Healthy
0.8422216687607031,0.15777770897408233,6.222652144900123e-07,35,Healthy
0.9840125050493643,0.01598749417931089,7.713248039982529e-10,36,Healthy
0.9711310599241496,0.028868935576927393,4.498922974129856e-09,37,Healthy
0.9625199258910472,0.03748005663306482,1.7475887855353942e-08,38,Healthy
0.9647693135624571,0.0352306798756256,6.561917299622045e-09,39,Healthy
0.875760960761818,0.12423874200351244,2.9723466949155097e-07,40,Healthy
0.961227139750608,0.03877285059586357,9.65352834242481e-09,41,Healthy
0.9219381300497163,0.07806180332819802,6.662208576541867e-08,42,Healthy
0.9794162354846396,0.020583762649678553,1.8656819063390067e-09,43,Healthy
0.848290753289766,0.15170877811293815,4.6859729579521437e-07,44,Healthy
0.9363628174966322,0.0636371470791227,3.542424518758775e-08,45,Healthy
0.9840125050493643,0.01598749417931089,7.713248039982529e-10,46,Healthy
0.9415731838565093,0.058426777010572625,3.913291789525973e-08,47,Healthy
0.9840125050493643,0.01598749417931089,7.713248039982529e-10,48,Healthy
0.7534530429398976,0.24654449722910773,2.459830994671445e-06,49,Healthy
0.9261922280096802,0.07380770803809868,6.395222118520685e-08,50,Healthy
0.9285195830649378,0.07148035894152058,5.799354169398346e-08,51,Healthy
0.9273479526603408,0.07265197930314152,6.803651771916255e-08,52,Healthy
0.9847477571697282,0.015252241964973403,8.652985236409882e-10,53,Healthy
0.991605890186501,0.008394109666068848,1.47430054784438e-10,54,Healthy
0.967789855512176,0.03221013866679432,5.821029713123471e-09,55,Healthy
0.9167607247581455,0.0832391885942242,8.664763017049303e-08,56,Healthy
0.9738175671136101,0.026182430771291506,2.115098433583894e-09,57,Healthy
0.9026301101605828,0.0973695258463823,3.639930349601869e-07,58,Healthy
0.916875288047031,0.08312463205404881,7.989892029536286e-08,59,Healthy
0.9268052176839203,0.07319475255369265,2.9762387067278364e-08,60,Healthy
0.9930095086628083,0.006990491296514026,4.067756198010085e-11,61,Healthy
0.22346177288467367,0.775621283352712,0.000916943762614354,62,Healthy
0.9828228357115256,0.017177163772652,5.158223060812094e-10,63,Healthy
0.9102486770313558,0.08975118799207484,1.349765693964856e-07,64,Healthy
0.9752213760495778,0.024778622453762125,1.4966600137112047e-09,65,Healthy
0.9711310599241496,0.028868935576927393,4.498922974129856e-09,66,Healthy
0.8620889645831531,0.13791064840847633,3.870083706168638e-07,67,Healthy
0.7669298117023171,0.2330675995391465,2.588758536404928e-06,68,Healthy
0.8408690818945067,0.15913026072552774,6.573799655754386e-07,69,Healthy
0.9918235976789207,0.008176402254211486,6.686776165073327e-11,70,Healthy
0.9203892265887403,0.07961074650711973,2.6904139851138574e-08,71,Degrading
0.9933337988787257,0.006666201075660038,4.561429886280236e-11,72,Degrading
0.7518676254801894,0.24812757830081955,4.796218991254145e-06,73,Degrading
0.7326740870981537,0.26732060599964974,5.306902196457495e-06,74,Degrading
0.9633069766479893,0.036693018723730944,4.628279738909396e-09,75,Degrading
0.8575636050870888,0.14243590512480775,4.897881034307496e-07,76,Degrading
0.9229472199431604,0.07705272879314898,5.126369066181323e-08,77,Degrading
0.9118393326604374,0.0881605025351684,1.6480439423872125e-07,78,Degrading
0.5403936519390043,0.45954980475630886,5.654330468668113e-05,79,Degrading
0.7281645024839419,0.271831888889128,3.6086269300996307e-06,80,Degrading
0.9373700557597436,0.06262990656012742,3.7680128953679674e-08,81,Degrading
0.7620837739057068,0.23791539151282795,8.345814653095763e-07,82,Degrading
0.8448252222292941,0.15517379857264005,9.791980657238735e-07,83,Degrading
0.9282390176401784,0.07176090866992064,7.368990094454452e-08,84,Degrading
0.86876240975347,0.13123702639510862,5.638514213598008e-07,85,Degrading
0.7717479550665037,0.22824863059200584,3.4143414903045977e-06,86,Degrading
0.5134686637491399,0.4864725749246062,5.8761326253871746e-05,87,Degrading
0.9579741646708004,0.0420258189579611,1.6371238480634818e-08,88,Degrading
0.7015616361945605,0.298432818717177,5.5450882624620205e-06,89,Degrading
0.9067320699940906,0.09326773980674519,1.9019916415726337e-07,90,Degrading
0.7141121152029718,0.2858678941136519,1.999068337624156e-05,91,Degrading
0.4236321398910482,0.5762327204434888,0.00013513966546300715,92,Degrading
0.42910068182149286,0.5707613427922664,0.00013797538624079613,93,Degrading
0.5341944123399726,0.4657071649138888,9.842274613850946e-05,94,Degrading
0.8515944496862777,0.1484051259646443,4.2434907805099006e-07,95,Degrading
0.5877390330138592,0.4122331308333947,2.7836152746175533e-05,96,Degrading
0.8643103342784964,0.13568936786302407,2.978584796597619e-07,97,Degrading
0.39932971559279995,0.600595210285791,7.507412140898792e-05,98,Degrading
0.5249752684514722,0.4749609802617568,6.375128677089923e-05,99,Degrading
0.7300360312977504,0.269962424702099,1.5440001506320565e-06,100,Degrading
0.3154511534034787,0.683734491599626,0.0008143549968953247,101,Degrading
0.5303456835797679,0.46960666401232365,4.765240790860876e-05,102,Degrading
0.8602071082941171,0.1397925639811442,3.277247387150099e-07,103,Degrading
0.7582334658297583,0.24176430117692743,2.2329933144510206e-06,104,Degrading
0.22310083708148468,0.7759989351171498,0.0009002278013655052,105,Degrading
0.27860602032775184,0.7203891768319035,0.0010048028403446077,106,Degrading
0.6703355354192145,0.32963691404557527,2.755053521015614e-05,107,Degrading
0.508400482292994,0.4915538537958947,4.5663911111302005e-05,108,Degrading
0.5132445133889587,0.48659323828338147,0.00016224832765988366,109,Degrading
0.424938435010292,0.5749329701418777,0.0001285948478304375,110,Degrading
0.5668431938748486,0.43312608868703556,3.071743811581479e-05,111,Degrading
0.05253187846359004,0.9156324526779162,0.03183566885849378,112,Degrading
0.5650620965341332,0.434893113007913,4.4790457953808924e-05,113,Degrading
0.44177420410243834,0.5580800886558018,0.00014570724175984665,114,Degrading
0.8497157745089614,0.15028329745391947,9.280371191700204e-07,115,Degrading
0.5766181110385034,0.42336215578618497,1.9733175311695227e-05,116,Degrading
0.8218356848281482,0.17816359395578804,7.21216063621807e-07,117,Degrading
0.24506833846391715,0.7536694170040042,0.0012622445320786375,118,Degrading
0.2431708695053488,0.7561956529599598,0.0006334775346914924,119,Degrading
0.027645577800338262,0.8163553586430905,0.15599906355657123,120,Degrading
0.012042452125025,0.5401960073709589,0.4477615405040161,121,Degrading
0.15912675050046277,0.8325798345240568,0.008293414975480412,122,Degrading
0.2604222482052804,0.7384024058538046,0.0011753459409149644,123,Degrading
0.002578337444658184,0.17265647384186453,0.8247651887134773,124,Degrading
0.2721860091797466,0.7273640700788364,0.00044992074141701153,125,Degrading
0.3878746214155158,0.6112832770156544,0.0008421015688296166,126,Degrading
0.0397270917184269,0.8567316844190156,0.10354122386255746,127,Degrading
0.10068951017967218,0.8896843786267792,0.009626111193548654,128,Degrading
0.015554310857572551,0.5776072957514637,0.40683839339096384,129,Degrading
0.0429389281890182,0.8850864477829665,0.07197462402801534,130,Degrading
0.0471080641213933,0.8243899971295315,0.12850193874907515,131,Critical
0.2277812377073374,0.7702879028948496,0.0019308593978128576,132,Critical
0.1885798948610008,0.8089877082535538,0.002432396885445387,133,Critical
0.44942475091493705,0.5504831401500784,9.210893498448871e-05,134,Critical
0.5283433703127534,0.4716302616078361,2.6368079410582828e-05,135,Critical
0.027030126940774484,0.7235236015601166,0.24944627149910883,136,Critical
0.3575008702381107,0.6421795723175795,0.0003195574443098741,137,Critical
0.0002810738070329021,0.05563020218874558,0.9440887240042215,138,Critical
0.03704631492796368,0.8480380812325762,0.11491560383946009,139,Critical
0.05820150137437811,0.8542355459813883,0.0875629526442336,140,Critical
0.02414189783799265,0.8060601240159118,0.16979797814609549,141,Critical
0.197628696653932,0.7994163029821718,0.0029550003638961664,142,Critical
0.039839264733020165,0.8563802063812966,0.10378052888568332,143,Critical
9.433052778942242e-06,0.0035752757710512447,0.9964152911761698,144,Critical
0.020175516392432993,0.6875688606458251,0.2922556229617419,145,Critical
0.07363552679714322,0.886754083342052,0.039610389860804875,146,Critical
0.03704631492796368,0.8480380812325762,0.11491560383946009,147,Critical
5.867753938747474e-06,0.0026688046120598827,0.9973253276340014,148,Critical
0.0013741017692589226,0.1343693545413746,0.8642565436893664,149,Critical
0.0009417198878334223,0.11126433063826405,0.8877939494739024,150,Critical
3.171102609524814e-06,0.0019643495761766743,0.9980324793212138,151,Critical
0.000608131582371783,0.08592587865678152,0.9134659897608466,152,Critical
3.171102609524814e-06,0.0019643495761766743,0.9980324793212138,153,Critical
4.888389769719365e-05,0.014515477100266369,0.9854356390020363,154,Critical
0.023003963063577708,0.721106461037589,0.25588957589883327,155,Critical
0.0003400033413310084,0.04695566786328137,0.9527043287953877,156,Critical
0.001292017405100657,0.12588882064238147,0.8728191619525179,157,Critical
3.833719737268399e-05,0.012040252716853182,0.9879214100857742,158,Critical
2.7524266056922524e-06,0.0017691644196290764,0.9982280831537652,159,Critical
2.8408797414016093e-07,0.00031743929703689777,0.999682276614989,160,Critical
2.6649882431841857e-06,0.001752330680018348,0.9982450043317386,161,Critical
3.864566704839837e-06,0.002204233910841595,0.9977919015224536,162,Critical
1.954929835538616e-08,4.573456357249345e-05,0.9999542458871291,163,Critical
8.128500330878672e-05,0.01844743667762612,0.9814712783190651,164,Critical
1.954929835538616e-08,4.573456357249345e-05,0.9999542458871291,165,Critical
2.750593144807374e-07,0.00031441446147757366,0.999685310479208,166,Critical
0.00048731698253013815,0.07812244389902508,0.9213902391184448,167,Critical
1.896423029205324e-07,0.00025520736019136623,0.9997446029975058,168,Critical
1.896423029205324e-07,0.00025520736019136623,0.9997446029975058,169,Critical
1.896423029205324e-07,0.00025520736019136623,0.9997446029975058,170,Critical
3.2478586894150803e-06,0.001966374717608583,0.998030377423702,171,Critical
1.896423029205324e-07,0.00025520736019136623,0.9997446029975058,172,Critical
5.5445483714185225e-05,0.015104888465684616,0.9848396660506011,173,Critical
1.954929835538616e-08,4.573456357249345e-05,0.9999542458871291,174,Critical
2.1870290303797325e-06,0.0015949418296631714,0.9984028711413064,175,Critical
1.954929835538616e-08,4.573456357249345e-05,0.9999542458871291,176,Critical
1.954929835538616e-08,4.573456357249345e-05,0.9999542458871291,177,Critical
3.049317327744365e-05,0.010865650072269665,0.9891038567544529,178,Critical
2.750593144807374e-07,0.00031441446147757366,0.999685310479208,179,Critical
1.954929835538616e-08,4.573456357249345e-05,0.9999542458871291,180,Critical
1.954929835538616e-08,4.573456357249345e-05,0.9999542458871291,181,Critical
1.954929835538616e-08,4.573456357249345e-05,0.9999542458871291,182,Critical
1.954929835538616e-08,4.573456357249345e-05,0.9999542458871291,183,Critical
1.954929835538616e-08,4.573456357249345e-05,0.9999542458871291,184,Critical
1.954929835538616e-08,4.573456357249345e-05,0.9999542458871291,185,Critical
1.896423029205324e-07,0.00025520736019136623,0.9997446029975058,186,Critical
1.954929835538616e-08,4.573456357249345e-05,0.9999542458871291,187,Critical
1.954929835538616e-08,4.573456357249345e-05,0.9999542458871291,188,Critical
1.954929835538616e-08,4.573456357249345e-05,0.9999542458871291,189,Critical
1.954929835538616e-08,4.573456357249345e-05,0.9999542458871291,190,Critical
1.954929835538616e-08,4.573456357249345e-05,0.9999542458871291,191,Critical
0.996345566654862,0.0036544333373966257,7.741439965779384e-12,192,Healthy
0.991605890186501,0.008394109666068848,1.47430054784438e-10,193,Healthy
0.9933337988787257,0.006666201075660038,4.561429886280236e-11,194,Healthy
0.996345566654862,0.0036544333373966257,7.741439965779384e-12,195,Healthy
0.996345566654862,0.0036544333373966257,7.741439965779384e-12,196,Healthy
0.991605890186501,0.008394109666068848,1.47430054784438e-10,197,Healthy
0.996345566654862,0.0036544333373966257,7.741439965779384e-12,198,Healthy
0.9869347371841566,0.013065262528554665,2.8728875547621293e-10,199,Healthy
0.996345566654862,0.0036544333373966257,7.741439965779384e-12,200,Healthy
0.996345566654862,0.0036544333373966257,7.741439965779384e-12,201,Healthy
0.9847477571697282,0.015252241964973403,8.652985236409882e-10,202,Healthy
0.991605890186501,0.008394109666068848,1.47430054784438e-10,203,Healthy
0.9918235976789207,0.008176402254211486,6.686776165073327e-11,204,Healthy
0.996345566654862,0.0036544333373966257,7.741439965779384e-12,205,Healthy
0.991605890186501,0.008394109666068848,1.47430054784438e-10,206,Healthy
0.991605890186501,0.008394109666068848,1.47430054784438e-10,207,Healthy
0.9916843323926161,0.008315667544460656,6.292322039524158e-11,208,Healthy
0.9933337988787257,0.006666201075660038,4.561429886280236e-11,209,Healthy
0.991605890186501,0.008394109666068848,1.47430054784438e-10,210,Healthy
0.996345566654862,0.0036544333373966257,7.741439965779384e-12,211,Healthy
0.996345566654862,0.0036544333373966257,7.741439965779384e-12,212,Healthy
0.996345566654862,0.0036544333373966257,7.741439965779384e-12,213,Healthy
0.991605890186501,0.008394109666068848,1.47430054784438e-10,214,Healthy
0.9916843323926161,0.008315667544460656,6.292322039524158e-11,215,Healthy
0.996345566654862,0.0036544333373966257,7.741439965779384e-12,216,Healthy
0.996345566654862,0.0036544333373966257,7.741439965779384e-12,217,Healthy
0.991605890186501,0.008394109666068848,1.47430054784438e-10,218,Healthy
0.996345566654862,0.0036544333373966257,7.741439965779384e-12,219,Healthy
0.996345566654862,0.0036544333373966257,7.741439965779384e-12,220,Healthy
0.9933337988787257,0.006666201075660038,4.561429886280236e-11,221,Healthy
0.9924019423769724,0.007598057553851459,6.917621574141719e-11,222,Healthy
0.996345566654862,0.0036544333373966257,7.741439965779384e-12,223,Healthy
0.9810143897594555,0.018985609049444924,1.1910994910251228e-09,224,Healthy
0.9918235976789207,0.008176402254211486,6.686776165073327e-11,225,Healthy
0.9815316237019635,0.01846837379447403,2.50356250420338e-09,226,Healthy
0.996345566654862,0.0036544333373966257,7.741439965779384e-12,227,Healthy
0.996345566654862,0.0036544333373966257,7.741439965779384e-12,228,Healthy
0.996345566654862,0.0036544333373966257,7.741439965779384e-12,229,Healthy
0.996345566654862,0.0036544333373966257,7.741439965779384e-12,230,Healthy
0.9918235976789207,0.008176402254211486,6.686776165073327e-11,231,Healthy
0.991605890186501,0.008394109666068848,1.47430054784438e-10,232,Healthy
0.991605890186501,0.008394109666068848,1.47430054784438e-10,233,Healthy
0.991605890186501,0.008394109666068848,1.47430054784438e-10,234,Healthy
0.991605890186501,0.008394109666068848,1.47430054784438e-10,235,Healthy
0.996345566654862,0.0036544333373966257,7.741439965779384e-12,236,Healthy
0.996345566654862,0.0036544333373966257,7.741439965779384e-12,237,Healthy
0.9918235976789207,0.008176402254211486,6.686776165073327e-11,238,Healthy
0.991605890186501,0.008394109666068848,1.47430054784438e-10,239,Healthy
0.9928166731883956,0.007183326762704732,4.889959042640596e-11,240,Healthy
0.996345566654862,0.0036544333373966257,7.741439965779384e-12,241,Healthy
0.9813289837281367,0.01867101500586787,1.2659954546353015e-09,242,Healthy
0.9847477571697282,0.015252241964973403,8.652985236409882e-10,243,Healthy
0.996345566654862,0.0036544333373966257,7.741439965779384e-12,244,Healthy
0.9801597590037987,0.019840239528649144,1.4675521766421988e-09,245,Healthy
0.991605890186501,0.008394109666068848,1.47430054784438e-10,246,Healthy
0.996345566654862,0.0036544333373966257,7.741439965779384e-12,247,Healthy
0.9928166731883956,0.007183326762704732,4.889959042640596e-11,248,Healthy
0.996345566654862,0.0036544333373966257,7.741439965779384e-12,249,Healthy
0.9863034445741407,0.013696555169743524,2.5611585245274087e-10,250,Healthy
0.991605890186501,0.008394109666068848,1.47430054784438e-10,251,Healthy
0.996345566654862,0.0036544333373966257,7.741439965779384e-12,252,Healthy
0.996345566654862,0.0036544333373966257,7.741439965779384e-12,253,Healthy
0.991605890186501,0.008394109666068848,1.47430054784438e-10,254,Healthy
0.996345566654862,0.0036544333373966257,7.741439965779384e-12,255,Healthy
0.996345566654862,0.0036544333373966257,7.741439965779384e-12,256,Healthy
0.9840125050493643,0.01598749417931089,7.713248039982529e-10,257,Healthy
0.9711310599241496,0.028868935576927393,4.498922974129856e-09,258,Healthy
0.9835755885511231,0.0164244105218783,9.269985877854217e-10,259,Healthy
0.9835755885511231,0.0164244105218783,9.269985877854217e-10,260,Healthy
0.9737804481945166,0.026219543503208244,8.302275085199074e-09,261,Healthy
0.991605890186501,0.008394109666068848,1.47430054784438e-10,262,Healthy
0.9835755885511231,0.0164244105218783,9.269985877854217e-10,263,Healthy
0.996345566654862,0.0036544333373966257,7.741439965779384e-12,264,Healthy
0.996345566654862,0.0036544333373966257,7.741439965779384e-12,265,Healthy
0.991605890186501,0.008394109666068848,1.47430054784438e-10,266,Healthy
0.9813289837281367,0.01867101500586787,1.2659954546353015e-09,267,Healthy
0.9686819354634649,0.031318056900294634,7.63624054651615e-09,268,Healthy
0.9928166731883956,0.007183326762704732,4.889959042640596e-11,269,Healthy
0.996345566654862,0.0036544333373966257,7.741439965779384e-12,270,Healthy
0.9933337988787257,0.006666201075660038,4.561429886280236e-11,271,Healthy
0.996345566654862,0.0036544333373966257,7.741439965779384e-12,272,Healthy
0.996345566654862,0.0036544333373966257,7.741439965779384e-12,273,Healthy
0.9930095086628083,0.006990491296514026,4.067756198010085e-11,274,Healthy
0.9840125050493643,0.01598749417931089,7.713248039982529e-10,275,Healthy
0.9933337988787257,0.006666201075660038,4.561429886280236e-11,276,Healthy
0.9918235976789207,0.008176402254211486,6.686776165073327e-11,277,Healthy
0.991605890186501,0.008394109666068848,1.47430054784438e-10,278,Healthy
0.9933337988787257,0.006666201075660038,4.561429886280236e-11,279,Healthy
0.991605890186501,0.008394109666068848,1.47430054784438e-10,280,Healthy
0.9806685436157995,0.019331455718384398,6.658161837715417e-10,281,Healthy
0.9916843323926161,0.008315667544460656,6.292322039524158e-11,282,Healthy
0.9813289837281367,0.01867101500586787,1.2659954546353015e-09,283,Healthy
0.9933337988787257,0.006666201075660038,4.561429886280236e-11,284,Healthy
0.991605890186501,0.008394109666068848,1.47430054784438e-10,285,Healthy
0.9835755885511231,0.0164244105218783,9.269985877854217e-10,286,Healthy
0.991605890186501,0.008394109666068848,1.47430054784438e-10,287,Healthy
0.996345566654862,0.0036544333373966257,7.741439965779384e-12,288,Healthy
0.9933337988787257,0.006666201075660038,4.561429886280236e-11,289,Healthy
0.991605890186501,0.008394109666068848,1.47430054784438e-10,290,Healthy
0.9918235976789207,0.008176402254211486,6.686776165073327e-11,291,Healthy
0.991605890186501,0.008394109666068848,1.47430054784438e-10,292,Healthy
0.9693161606028905,0.030683836555624382,2.841485209136433e-09,293,Healthy
0.9711310599241496,0.028868935576927393,4.498922974129856e-09,294,Healthy
0.996345566654862,0.0036544333373966257,7.741439965779384e-12,295,Healthy
0.991605890186501,0.008394109666068848,1.47430054784438e-10,296,Healthy
0.9840125050493643,0.01598749417931089,7.713248039982529e-10,297,Healthy
0.9835755885511231,0.0164244105218783,9.269985877854217e-10,298,Healthy
0.9918235976789207,0.008176402254211486,6.686776165073327e-11,299,Healthy
0.9579659537223312,0.04203403407509276,1.2202576147583446e-08,300,Healthy
0.9930095086628083,0.006990491296514026,4.067756198010085e-11,301,Healthy
0.9826366525786745,0.017363346110643506,1.3106819715550108e-09,302,Healthy
0.970352716893012,0.029647277701996856,5.404991192462483e-09,303,Healthy
0.9913057488446082,0.008694251077826188,7.7565596334466e-11,304,Healthy
0.996345566654862,0.0036544333373966257,7.741439965779384e-12,305,Healthy
0.9918235976789207,0.008176402254211486,6.686776165073327e-11,306,Healthy
0.996345566654862,0.0036544333373966257,7.741439965779384e-12,307,Healthy
0.9826366525786745,0.017363346110643506,1.3106819715550108e-09,308,Healthy
0.991605890186501,0.008394109666068848,1.47430054784438e-10,309,Healthy
0.8618155804578402,0.1381835296739321,8.898682276809246e-07,310,Healthy
0.9933337988787257,0.006666201075660038,4.561429886280236e-11,311,Healthy
0.991605890186501,0.008394109666068848,1.47430054784438e-10,312,Healthy
