P(Engine_Core_Health=Healthy),P(Engine_Core_Health=Degrading),P(Engine_Core_Health=Critical),cycle,true
0.88513297776504,0.11486654510706248,4.771278976249364e-07,0,Healthy
0.9411347579853578,0.05886520481667787,3.71979642445577e-08,1,Healthy
0.991934380629436,0.008065619247126978,1.2343705294299067e-10,2,Healthy
0.21713136717510217,0.7819074984557141,0.0009611343691837538,3,Healthy
0.9213620527592644,0.07863792283854605,2.4402189440416157e-08,4,Degrading
0.9231182855945762,0.0768816673809847,4.702443903071645e-08,5,Degrading
0.6951322882220893,0.3048626396327209,5.072145189813974e-06,6,Degrading
0.7115194778748295,0.28846155273691804,1.896938825259255e-05,7,Degrading
0.42144746021855334,0.5784034879087874,0.00014905187265931832,8,Degrading
0.7231969655697776,0.2768013905881342,1.643842088162989e-06,9,Degrading
0.861999102864695,0.13800060927930918,2.878559957351376e-07,10,Degrading
0.0026065277754510974,0.18091726727319282,0.8164762049513561,11,Degrading
0.02178777300877139,0.803817453763732,0.17439477322749658,12,Critical
0.018834726117104128,0.6847958545406142,0.29636941934228167,13,Critical
0.07090139701161743,0.8896039933063605,0.03949460968202196,14,Critical
4.3430473358858074e-05,0.014474009501792852,0.9854825600248482,15,Critical
0.000315777578500114,0.04850654884149389,0.9511776735800059,16,Critical
1.775109061246216e-08,4.68651567425137e-05,0.9999531170921669,17,Critical
1.775109061246216e-08,4.68651567425137e-05,0.9999531170921669,18,Critical
1.775109061246216e-08,4.68651567425137e-05,0.9999531170921669,19,Critical
1.775109061246216e-08,4.68651567425137e-05,0.9999531170921669,20,Critical
0.9964996418100928,0.003500358183546197,6.3610663228590275e-12,0,Healthy
0.9964996418100928,0.003500358183546197,6.3610663228590275e-12,1,Healthy
0.9920817002907656,0.007918299651193353,5.804109037052251e-11,2,Healthy
0.9935740435402786,0.006425956422124824,3.759659635644956e-11,3,Healthy
0.9964996418100928,0.003500358183546197,6.3610663228590275e-12,4,Healthy
0.991934380629436,0.008065619247126978,1.2343705294299067e-10,5,Healthy
0.991934380629436,0.008065619247126978,1.2343705294299067e-10,6,Healthy
0.991934380629436,0.008065619247126978,1.2343705294299067e-10,7,Healthy
0.99173606003579,0.008263939900046072,6.41639230229073e-11,8,Healthy
0.9926075648339677,0.007392435104787496,6.12449483482737e-11,9,Healthy
0.99173606003579,0.008263939900046072,6.41639230229073e-11,10,Healthy
0.9810759906244563,0.01892400813815181,1.2373919216262014e-09,11,Healthy
0.9845160212984309,0.015483978382282932,3.19286266983142e-10,12,Healthy
0.9964996418100928,0.003500358183546197,6.3610663228590275e-12,13,Healthy
0.8583734639634414,0.14162608406755028,4.5196900842043427e-07,14,Degrading
0.8392480220114495,0.16075095539987988,1.0225886706317093e-06,15,Degrading
0.20357261784316794,0.7933084994490655,0.0031188827077666035,16,Degrading
0.43983452481678814,0.5600620674577801,0.00010340772543173466,17,Degrading
0.15505492337803373,0.8392952538016214,0.005649822820344914,18,Degrading
6.206061130479037e-05,0.016357994327566825,0.9835799450611283,19,Critical
1.775109061246216e-08,4.68651567425137e-05,0.9999531170921669,20,Critical
1.775109061246216e-08,4.68651567425137e-05,0.9999531170921669,21,Critical
1.775109061246216e-08,4.68651567425137e-05,0.9999531170921669,22,Critical
1.775109061246216e-08,4.68651567425137e-05,0.9999531170921669,23,Critical
1.775109061246216e-08,4.68651567425137e-05,0.9999531170921669,24,Critical
0.7177323095061371,0.2822652471636069,2.443330256030229e-06,0,Healthy
0.9361772777554942,0.06382268555629048,3.6688215259939095e-08,1,Healthy
0.991934380629436,0.008065619247126978,1.2343705294299067e-10,2,Healthy
0.9608129573269872,0.039187024206304225,1.8466708736980367e-08,3,Healthy
0.9611802886177285,0.03881970233260559,9.049665898033908e-09,4,Healthy
0.991934380629436,0.008065619247126978,1.2343705294299067e-10,5,Healthy
0.9342257889380335,0.06577413945622292,7.160574360393758e-08,6,Healthy
0.8577925473873317,0.1422071645016171,2.8811105124629e-07,7,Healthy
0.9367797524577761,0.06322021667739083,3.086483315329291e-08,8,Degrading
0.983052481859412,0.016947516958147824,1.1824402928972654e-09,9,Degrading
0.7490962053611275,0.2508989282554586,4.866383413724437e-06,10,Degrading
0.746734545009896,0.2532591736570278,6.281333076089876e-06,11,Degrading
0.9146349157246023,0.08536500174451109,8.253088676134972e-08,12,Degrading
0.8615982368926609,0.13840137383667891,3.8927066028569575e-07,13,Degrading
0.7191803444386037,0.28081134277832587,8.312783070427721e-06,14,Degrading
0.5191093580696611,0.48082982709661776,6.08148337211074e-05,15,Degrading
0.7351822332808762,0.264816525796307,1.240922816928236e-06,16,Critical
0.18214148148615356,0.8166527052190881,0.0012058132947583026,17,Critical
0.0036230058776445242,0.2132447382823208,0.7831322558400348,18,Critical
0.018363156454388525,0.6637474476202666,0.3178893959253449,19,Critical
0.045793712020496716,0.8708764812854524,0.08332980669405089,20,Critical
0.001039389569917825,0.13000430089825393,0.8689563095318282,21,Critical
1.126150778192679e-07,0.00019903739759502046,0.9998008499873272,22,Critical
0.7465850600614314,0.25341253010152404,2.4098370445363416e-06,0,Healthy
0.9307851450487927,0.06921480300275075,5.1948456602159775e-08,1,Healthy
0.5984005420725691,0.40158497194042847,1.4485987002492379e-05,2,Healthy
0.8815728778397856,0.1184269306481944,1.9151202014104588e-07,3,Healthy
0.5216535282006017,0.478324680570467,2.179122893142199e-05,4,Healthy
0.7401142811957785,0.2598829583827527,2.7604214687485224e-06,5,Healthy
0.9367797524577761,0.06322021667739083,3.086483315329291e-08,6,Degrading
0.8533053684406252,0.14669427104286328,3.60516511496842e-07,7,Degrading
0.607096086460222,0.3928922301056987,1.1683434079388399e-05,8,Degrading
0.3417137261506515,0.6573416820531084,0.0009445917962401683,9,Degrading
